OTU,Size,Phylum,Class,Order,Family,Genus
Otu09734,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu09735,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu09736,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09737,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09738,4,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae
Otu09739,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09740,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu09741,4,Acidobacteria,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Acanthopleuribacter
Otu09742,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09743,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09744,4,Acidobacteria,Acidobacteria_Gp6,Gp6,Gp,Gp
Otu09745,4,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Halobacteriovorax
Otu09746,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09747,4,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillales,Oceanospirillales
Otu09748,4,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu09749,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09750,4,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi
Otu09751,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Balneola
Otu09752,4,Acidobacteria,Acidobacteria_Gp6,Gp6,Gp,Gp
Otu09753,4,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovoracaceae
Otu09754,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09755,4,Actinobacteria,Actinobacteria,Solirubrobacterales,Solirubrobacterales,Solirubrobacterales
Otu09756,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Blastopirellula
Otu09757,4,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu09758,4,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria
Otu09759,4,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria
Otu09760,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09761,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09762,4,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Endozoicomonas
Otu09763,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09764,4,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovoracaceae
Otu09765,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09766,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09767,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09768,4,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu09769,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09770,4,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillales,Oceanospirillales
Otu09771,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09772,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu09773,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09774,4,Bacteroidetes,Cytophagia,Cytophagales,Cytophagales,Cytophagales
Otu09775,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu09776,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09777,4,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Pseudobacteriovoracaceae,Pseudobacteriovorax
Otu09778,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09779,4,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Halobacteriovorax
Otu09780,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu09781,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu09782,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09783,4,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu09784,4,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovoracaceae
Otu09785,4,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu09786,4,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu09787,4,Acidobacteria,Acidobacteria_Gp6,Gp6,Gp,Gp
Otu09788,4,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu09789,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09790,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09791,4,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_,Oceanirhabdus
Otu09792,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Thermogutta
Otu09793,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09794,4,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu09795,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09796,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu09797,4,Acidobacteria,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Acanthopleuribacter
Otu09798,4,Acidobacteria,Acidobacteria_Gp6,Gp6,Gp,Gp
Otu09799,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09800,4,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister
Otu09801,4,Acidobacteria,Acidobacteria_Gp6,Gp6,Gp,Gp
Otu09802,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09803,4,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillales,Oceanospirillales
Otu09804,4,Firmicutes,Clostridia,Clostridiales,Clostridiales,Clostridiales
Otu09805,4,Bacteroidetes,Cytophagia,Cytophagales,Cytophagales,Cytophagales
Otu09806,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophagaceae
Otu09807,4,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiales
Otu09808,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09809,4,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Halobacteriovorax
Otu09810,4,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovoracaceae
Otu09811,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu09812,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu09813,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu09814,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09815,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09816,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09817,4,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillales,Oceanospirillales
Otu09818,4,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
Otu09819,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09820,4,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Marinilabiliaceae
Otu09821,4,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu09822,4,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiales
Otu09823,4,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu09824,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09825,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae
Otu09826,4,Verrucomicrobia,Verrucomicrobia,Verrucomicrobia,Verrucomicrobia,Verrucomicrobia
Otu09827,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria
Otu09828,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae
Otu09829,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09830,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09831,4,Verrucomicrobia,Subdivision5,Subdivision5,Subdivision,Subdivision
Otu09832,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae
Otu09833,4,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Rhodocyclaceae
Otu09834,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu09835,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09836,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu09837,4,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria
Otu09838,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu09839,4,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria
Otu09840,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu09841,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09842,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09843,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09844,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu09845,4,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Halobacteriovorax
Otu09846,4,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovoracaceae
Otu09847,4,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Halobacteriovorax
Otu09848,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09849,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09850,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09851,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09852,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09853,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu09854,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09855,4,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae
Otu09856,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu09857,4,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Halobacteriovorax
Otu09858,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae
Otu09859,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09860,4,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria
Otu09861,4,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Rhodobiaceae
Otu09862,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Rhodothermaceae,Rhodothermaceae
Otu09863,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu09864,4,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu09865,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09866,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09867,4,Firmicutes,Clostridia,Clostridiales,Clostridiales,Clostridiales
Otu09868,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09869,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
Otu09870,4,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae
Otu09871,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09872,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09873,4,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Pseudobacteriovoracaceae,Pseudobacteriovorax
Otu09874,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Parasegetibacter
Otu09875,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu09876,4,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
Otu09877,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09878,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu09879,4,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria
Otu09880,4,Verrucomicrobia,Opitutae,Opitutae,Opitutae,Opitutae
Otu09881,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09882,4,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_,Clostridiaceae_
Otu09883,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu09884,4,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonadaceae
Otu09885,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu09886,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09887,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09888,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09889,4,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Solimonas
Otu09890,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Rhodothermaceae,Rhodothermaceae
Otu09891,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09892,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Blastopirellula
Otu09893,4,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
Otu09894,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09895,4,Proteobacteria,Epsilonproteobacteria,Epsilonproteobacteria,Epsilonproteobacteria,Epsilonproteobacteria
Otu09896,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09897,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09898,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Rhodothermaceae,Rhodothermaceae
Otu09899,4,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae
Otu09900,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu09901,4,Bacteroidetes,Bacteroidetes_incertae_sedis,Marinifilum,Marinifilum,Marinifilum
Otu09902,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09903,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu09904,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu09905,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09906,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09907,4,Proteobacteria,Epsilonproteobacteria,Epsilonproteobacteria,Epsilonproteobacteria,Epsilonproteobacteria
Otu09908,4,Bacteroidetes,Bacteroidetes_incertae_sedis,Marinifilum,Marinifilum,Marinifilum
Otu09909,4,Firmicutes,Clostridia,Clostridiales,Natranaerovirga,Natranaerovirga
Otu09910,4,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas
Otu09911,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu09912,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu09913,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09914,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu09915,4,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu09916,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09917,4,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria
Otu09918,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09919,4,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillales,Oceanospirillales
Otu09920,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09921,4,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera
Otu09922,4,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
Otu09923,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu09924,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09925,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu09926,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae
Otu09927,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu09928,4,Verrucomicrobia,Verrucomicrobia,Verrucomicrobia,Verrucomicrobia,Verrucomicrobia
Otu09929,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09930,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09931,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09932,4,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanospirillaceae
Otu09933,4,Verrucomicrobia,Opitutae,Opitutae,Opitutae,Opitutae
Otu09934,4,Proteobacteria,Epsilonproteobacteria,Epsilonproteobacteria,Epsilonproteobacteria,Epsilonproteobacteria
Otu09935,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09936,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09937,4,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella
Otu09938,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09939,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriales,Sphingobacteriales
Otu09940,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09941,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09942,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09943,4,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobiaceae
Otu09944,4,Hydrogenedentes,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens
Otu09945,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09946,4,Hydrogenedentes,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens,Candidatus_Hydrogenedens
Otu09947,4,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas
Otu09948,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09949,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09950,4,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiales
Otu09951,4,Acidobacteria,Acidobacteria_Gp26,Gp26,Gp,Gp
Otu09952,4,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
Otu09953,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09954,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09955,4,Acidobacteria,Acidobacteria_Gp9,Gp9,Gp,Gp
Otu09956,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09957,4,Acidobacteria,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Acanthopleuribacter
Otu09958,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09959,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09960,4,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystaceae
Otu09961,4,Verrucomicrobia,Verrucomicrobia,Verrucomicrobia,Verrucomicrobia,Verrucomicrobia
Otu09962,4,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales,Myxococcales
Otu09963,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae
Otu09964,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09965,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09966,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09967,4,Planctomycetes,Planctomycetia,Planctomycetia,Planctomycetia,Planctomycetia
Otu09968,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09969,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09970,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09971,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09972,4,Planctomycetes,Planctomycetia,Planctomycetia,Planctomycetia,Planctomycetia
Otu09973,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09974,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu09975,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09976,4,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu09977,4,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina
Otu09978,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09979,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09980,4,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Kangiella
Otu09981,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
